observation_date,DTWEXAFEGS
2021-09-23,105.3977
2021-09-24,105.6277
2021-09-27,105.6197
2021-09-28,106.0281
2021-09-29,106.6156
2021-09-30,106.4938
2021-10-01,106.1858
2021-10-04,105.8302
2021-10-05,105.8942
2021-10-06,106.3203
2021-10-07,106.0566
2021-10-08,105.9320
2021-10-11,#N/A
2021-10-12,106.1621
2021-10-13,105.9848
2021-10-14,105.6338
2021-10-15,105.7104
2021-10-18,105.6105
2021-10-19,105.4174
2021-10-20,105.2641
2021-10-21,105.2293
2021-10-22,105.4075
2021-10-25,105.4706
2021-10-26,105.6418
2021-10-27,105.4362
2021-10-28,104.9929
2021-10-29,105.8110
2021-11-01,105.5271
2021-11-02,105.7983
2021-11-03,105.7514
2021-11-04,106.0968
2021-11-05,105.9997
2021-11-08,105.7698
2021-11-09,105.7991
2021-11-10,106.2775
2021-11-11,#N/A
2021-11-12,106.9181
2021-11-15,106.8766
2021-11-16,107.5038
2021-11-17,107.5408
2021-11-18,107.4542
2021-11-19,107.5866
2021-11-22,108.1286
2021-11-23,108.2603
2021-11-24,108.5358
2021-11-25,#N/A
2021-11-26,108.0734
2021-11-29,108.3862
2021-11-30,108.2837
2021-12-01,107.9400
2021-12-02,108.1394
2021-12-03,108.2403
2021-12-06,108.3047
2021-12-07,108.1663
2021-12-08,107.8071
2021-12-09,108.1348
2021-12-10,107.9070
2021-12-13,108.2260
2021-12-14,108.5537
2021-12-15,108.7457
2021-12-16,108.0537
2021-12-17,108.3740
2021-12-20,108.5656
2021-12-21,108.7119
2021-12-22,108.1896
2021-12-23,108.0741
2021-12-24,#N/A
2021-12-27,108.0323
2021-12-28,108.1098
2021-12-29,107.9842
2021-12-30,107.9758
2021-12-31,#N/A
